@RELATION training_set.arff
@ATTRIBUTE mpk1_t0 NUMERIC
@ATTRIBUTE lin12_t0 NUMERIC
@ATTRIBUTE class  {Primary-fate,Secondary-fate,Tertiary-fate}
@data
381.5121270581308,330.91721443767466,Primary-fate
218.4526769043851,270.8011314564828,Primary-fate
236.78202476875512,123.19059804254611,Primary-fate
150.92013084583937,140.39336178233773,Primary-fate
493.68315254337296,223.95112026664776,Primary-fate
367.76400311481484,321.7330401349208,Primary-fate
477.47911845462,195.23927556946157,Primary-fate
236.57803204357515,163.6207073435666,Primary-fate
240.35935581652882,423.5673829131075,Primary-fate
459.5300932982084,151.40466483625815,Primary-fate
247.04669414728951,272.1127070910921,Primary-fate
340.01446580049185,297.98127000050215,Primary-fate
213.13724148019446,10.187014223126178,Primary-fate
212.62853393460801,36.163766935705446,Primary-fate
329.45780686789226,35.458183769767224,Primary-fate
148.54932105671872,317.6910467815286,Primary-fate
230.51218915937034,396.0923789411462,Primary-fate
307.4391962450524,431.3244888898547,Primary-fate
178.58824654188072,250.71479297334665,Primary-fate
422.0937276234891,38.55349313195805,Primary-fate
480.7066206097158,86.6210541858018,Primary-fate
414.9594135346555,492.4479355720363,Primary-fate
432.1890550025355,159.89200139650285,Primary-fate
160.6135391409927,257.1791255276246,Primary-fate
469.3556369000614,146.74474718533386,Primary-fate
459.62834312440015,70.84032351334746,Primary-fate
465.98303626923894,15.87997294866833,Primary-fate
240.10609754913548,451.5441418570562,Primary-fate
425.4653867739093,453.5768834983986,Primary-fate
439.47303845376035,373.0924427022611,Primary-fate
382.0461681341005,89.0774328221618,Primary-fate
284.40244037097,78.94847187608029,Primary-fate
391.6332917481483,333.88936984277103,Primary-fate
215.98283496167568,32.20709667383065,Primary-fate
486.0866356621988,404.1263141861983,Primary-fate
328.7225739291573,270.6888259924903,Primary-fate
443.49121320592434,226.65483881110893,Primary-fate
270.36996899389163,169.3345724475294,Primary-fate
218.02825513927326,12.204251412552104,Primary-fate
365.6467607200368,208.34194114920496,Primary-fate
336.8293799995346,31.160815401760523,Primary-fate
254.8785086007924,69.14205697754893,Primary-fate
167.54902580848633,129.55648445791402,Primary-fate
434.9950647743601,198.89865653243638,Primary-fate
272.4112177299425,306.22246149646946,Primary-fate
208.74126825242297,3.738586521067122,Primary-fate
320.90666115695103,250.44980977861331,Primary-fate
366.55904508952426,219.1584778208579,Primary-fate
380.8749896501162,365.71097458053595,Primary-fate
210.58237656156905,247.53612535800545,Primary-fate
301.95421728108147,112.5310425193835,Primary-fate
276.6535305085895,280.2037172439945,Primary-fate
464.6370117122223,458.85329191911114,Primary-fate
224.58563811700364,323.2075878212943,Primary-fate
138.31499047733345,35.77569411394854,Primary-fate
314.4428494960785,438.7120394732435,Primary-fate
180.5977376879758,383.0139293986561,Primary-fate
455.5436363627076,155.90101591765116,Primary-fate
383.1716465490695,424.49556124328757,Primary-fate
261.21344568407466,350.64133145390434,Primary-fate
399.83888429862094,297.28890242045077,Primary-fate
445.38531278694177,448.3021855581744,Primary-fate
484.8299504466465,285.61634710877274,Primary-fate
186.98484017846062,125.29770443868965,Primary-fate
202.69510163250158,284.7586747988972,Primary-fate
407.9450435732459,26.066610571093218,Primary-fate
379.02185313083794,358.57663168375535,Primary-fate
252.23297302358694,257.52790214667095,Primary-fate
182.62329777184647,364.9480752434993,Primary-fate
135.46930118788856,490.61052907407947,Primary-fate
427.0186187101147,314.2242509910704,Primary-fate
221.65997296590245,456.43144504621597,Primary-fate
484.5867583932872,69.56307951073548,Primary-fate
414.78775511997196,420.9654292717619,Primary-fate
370.6925953993134,350.20388320836526,Primary-fate
289.1223182035144,462.15390131246403,Primary-fate
489.0588607145869,191.17665641008725,Primary-fate
425.0303817041356,216.46079569026816,Primary-fate
182.60660309964402,162.733638428632,Primary-fate
168.00542843724014,454.4423799513523,Primary-fate
484.5811504167747,59.593366202937425,Primary-fate
348.2580508510822,204.11204885429157,Primary-fate
164.8742117806799,147.7377574059085,Primary-fate
214.32222101064627,374.7884055948784,Primary-fate
121.52340326253746,94.91935196654183,Primary-fate
286.733766645576,10.51733654293563,Primary-fate
358.46010364424257,302.8137692892521,Primary-fate
437.42629333548825,103.30290784259233,Primary-fate
228.21701315340374,271.1697153763743,Primary-fate
223.8257649409141,292.8690417014795,Primary-fate
215.33524719100348,341.76357629297866,Primary-fate
420.61447297984074,404.3273100819037,Primary-fate
489.9741216289418,272.68850191293444,Primary-fate
306.50752633502543,427.8488498993218,Primary-fate
412.24560662656415,285.2723146935176,Primary-fate
265.63742621118024,142.02372286677962,Primary-fate
161.09289931898385,403.7745446866402,Primary-fate
164.8671816016529,373.63261734402175,Primary-fate
327.20909411189547,482.47266439316394,Primary-fate
409.20495074421166,486.7598922900269,Primary-fate
171.90572491712686,250.18573691594327,Primary-fate
337.5797491228728,155.62572865623676,Primary-fate
311.1523455184691,178.409381801673,Primary-fate
320.7897091135485,0.4223589744447587,Primary-fate
288.079446202723,224.77607186962945,Primary-fate
235.8236915240603,199.7013737982703,Primary-fate
417.57317824535653,341.70644198140144,Primary-fate
307.0736704988497,323.83412092109154,Primary-fate
263.472120503385,101.95702521833988,Primary-fate
121.47274999347118,138.81062580471092,Primary-fate
347.3023955111912,440.83146653534806,Primary-fate
435.1800749956414,255.48010393559656,Primary-fate
495.06689511878227,230.79048693490168,Primary-fate
437.14552474339854,204.4826706404856,Primary-fate
402.959634740718,493.79584561134084,Primary-fate
236.02790509983095,85.15641260664214,Primary-fate
355.6128093165111,265.4780901870173,Primary-fate
256.58037215435854,1.759621048525617,Primary-fate
267.8818038117256,212.93473605183004,Primary-fate
273.9957872605612,430.62265448877525,Primary-fate
342.08265029121014,366.91539622658394,Primary-fate
461.2054852221019,374.38673178756875,Primary-fate
307.22677972391784,372.88417014342315,Primary-fate
363.3350521882002,324.37271733167023,Primary-fate
359.2766363016889,203.4994874942464,Primary-fate
359.11957188928346,316.86625547281375,Primary-fate
476.1048246248115,391.2368426854115,Primary-fate
441.5818653084145,383.7498950712861,Primary-fate
429.82382755659097,302.7311973651054,Primary-fate
252.7910335869398,132.29162915906818,Primary-fate
389.0476102846352,436.97103740659514,Primary-fate
326.8137679650945,76.03498347875009,Primary-fate
436.5306083750227,242.27153945573383,Primary-fate
297.49899874571,22.694029922859627,Primary-fate
313.9067506602364,372.3738327273586,Primary-fate
280.58716823538117,177.58865679427572,Primary-fate
369.6005447815637,9.87069369904231,Primary-fate
312.72216685036375,473.06354776630974,Primary-fate
382.3700849366211,200.9618641286063,Primary-fate
381.7851297915155,302.4969596579793,Primary-fate
199.37796876337572,103.85416536492676,Primary-fate
456.6896100856309,134.53460510281533,Primary-fate
148.45621545384907,415.33879529811355,Primary-fate
318.81515167905593,184.10408298647636,Primary-fate
314.37719041040054,368.3628441756307,Primary-fate
184.05037099728713,326.5334991182626,Primary-fate
391.1060593919396,407.50172196418896,Primary-fate
222.50904079693257,304.8331653320972,Primary-fate
208.20327378192894,280.5223368097679,Primary-fate
185.4979293329799,394.88381244064055,Primary-fate
449.35278856718986,164.82178016026427,Primary-fate
204.48105348893748,481.894208527916,Primary-fate
388.542319035578,421.89631112232877,Primary-fate
131.60310047621573,449.69665582638714,Primary-fate
356.53178314110187,158.26457712053372,Primary-fate
284.0709366991151,380.79649675051303,Primary-fate
418.4565432537701,94.95043409071613,Primary-fate
357.8368720284324,82.81476375107883,Primary-fate
489.7589358693041,221.7882781529171,Primary-fate
466.99510197724794,364.12392239339675,Primary-fate
350.3787636703312,130.9920156724435,Primary-fate
320.1050827038556,69.30987081849288,Primary-fate
172.47723743074147,357.8748831178299,Primary-fate
257.21411196671056,375.6881557433158,Primary-fate
211.38756948722929,359.0790711573852,Primary-fate
393.02123203077537,152.7479405262553,Primary-fate
160.42646487426373,198.50392759356706,Primary-fate
307.09737012438774,49.98710734889217,Primary-fate
190.96927893975862,27.67152640774023,Primary-fate
347.0551571909167,444.4380616859581,Primary-fate
202.29196056465628,17.356717938409872,Primary-fate
387.4909658792895,407.45527939484253,Primary-fate
486.3662029588781,306.58947841185096,Primary-fate
250.12840294772062,418.9343090153278,Primary-fate
164.86549998098644,346.31846909481334,Primary-fate
156.18772271562187,199.8528735086994,Primary-fate
308.108694932828,188.9471365161705,Primary-fate
184.0670799457023,115.85865630111375,Primary-fate
431.65699904995984,231.2879023962449,Primary-fate
340.37444299493376,105.95350880807975,Primary-fate
391.6753223388826,165.05862957363183,Primary-fate
345.5750632446955,454.7435313979078,Primary-fate
497.86949537667556,23.10897415657276,Primary-fate
423.02823053290257,428.7939126804413,Primary-fate
241.43828613873814,191.57381299105884,Primary-fate
340.4964286770066,459.4201154853563,Primary-fate
271.9728654684559,440.0150843867059,Primary-fate
408.25300071758676,76.13653985311275,Primary-fate
467.1983697382627,7.590526294975641,Primary-fate
175.16773501781242,332.40560644334374,Primary-fate
141.70548092277912,189.74494283709177,Primary-fate
169.39196624023472,231.44463692662808,Primary-fate
439.1925306267484,453.04217567459307,Primary-fate
133.47846332231632,30.425878334432277,Primary-fate
439.43713343882257,21.40739162780575,Primary-fate
223.9643007271111,58.71835884641824,Primary-fate
154.59432864369563,13.811444862418032,Primary-fate
362.25494481264394,372.3071339699283,Primary-fate
380.973123092297,422.8113859591131,Primary-fate
371.94615162950345,194.8509638376719,Primary-fate
359.80394901208433,484.7974041843516,Primary-fate
363.809266548836,121.54586704606507,Primary-fate
142.86995636978372,467.5829998700477,Primary-fate
344.38828935179924,174.8073713052044,Primary-fate
350.0340448711918,280.1287980317367,Primary-fate
318.42527365888736,30.40232101472834,Primary-fate
254.22646990293123,206.32501146977543,Primary-fate
195.75996943135846,440.0526156142535,Primary-fate
281.16551540471517,331.1928327012224,Primary-fate
391.14765078944043,371.6415301362527,Primary-fate
394.0238105468255,376.10425081954975,Primary-fate
215.6006637772904,488.20183834644837,Primary-fate
177.3837064378668,459.3236975496505,Primary-fate
444.73613457887393,426.0821455899838,Primary-fate
140.06827683826288,45.60904172194974,Primary-fate
428.9612048482823,234.58341323259395,Primary-fate
260.69621263241174,492.3437361146787,Primary-fate
135.2448154100632,265.7325269028024,Primary-fate
288.4729149372687,64.10156151433883,Primary-fate
270.1715398586752,353.82370240525097,Primary-fate
455.2799314969151,12.309855731671703,Primary-fate
319.31363226917387,45.18829751762921,Primary-fate
424.1495137189132,42.89263971835228,Primary-fate
132.99346198651256,192.11810103864428,Primary-fate
398.390346312394,156.60334652372376,Primary-fate
169.40186186815805,397.2861110425859,Primary-fate
426.6293651201703,427.9298993862861,Primary-fate
235.42289984034159,212.41518050948676,Primary-fate
213.2481978166163,278.58874650825305,Primary-fate
245.44072338010417,169.3316679795091,Primary-fate
417.7761389956999,478.14808002011114,Primary-fate
341.97332130996824,52.34396505997879,Primary-fate
367.978474420152,224.30585892404008,Primary-fate
495.45161166999895,359.6907475739934,Primary-fate
437.2187204727394,350.643130094106,Primary-fate
323.5352221988289,448.4091959140627,Primary-fate
436.01448458904343,145.66294380716448,Primary-fate
179.6721201836332,185.17593439384743,Primary-fate
318.0095155775826,48.69004491531437,Primary-fate
251.24412885322693,287.45283210599,Primary-fate
136.5583550497035,407.47433825941476,Primary-fate
367.4244773596456,156.8250857948818,Primary-fate
233.36197287696402,176.3080703939102,Primary-fate
243.60970455795433,374.2568884793766,Primary-fate
310.40160583907596,263.064198649913,Primary-fate
176.5274696089483,457.20900120886307,Primary-fate
243.71771289548676,163.782226194106,Primary-fate
146.16153308517656,489.70579087589783,Primary-fate
302.2851798875184,456.44236864211183,Primary-fate
472.4945521490437,484.87607158917086,Primary-fate
429.93912933797486,462.7216125956564,Primary-fate
470.469942987022,400.6838390830926,Primary-fate
171.14086209621973,261.8558611429204,Primary-fate
338.7295249415767,496.2487639930789,Primary-fate
417.90044898717605,351.4581083274777,Primary-fate
403.7266340008867,180.78888204173842,Primary-fate
478.07915197928236,321.7504448076144,Primary-fate
272.97835124140636,232.28578864880427,Primary-fate
492.30687237807837,266.06419871576907,Primary-fate
183.76306363230555,74.17749706702492,Primary-fate
381.1520347299441,281.38776545750926,Primary-fate
464.5863792512516,92.30017202468538,Primary-fate
276.22134921621057,363.98010931798916,Primary-fate
139.03991288286943,49.6112032927426,Primary-fate
327.3690025426478,132.8646082977124,Primary-fate
160.63628656902165,130.84878424843112,Primary-fate
360.213613339232,263.1887184121914,Primary-fate
149.82876900551574,36.40572277535586,Primary-fate
443.23825689110663,321.6194802457973,Primary-fate
185.87955813378818,430.91703367266734,Primary-fate
128.30276566994542,184.05239619319585,Primary-fate
442.09930006366756,355.1392063776113,Primary-fate
227.82591420095594,445.64074725056247,Primary-fate
347.2696404723363,432.7466595875464,Primary-fate
459.26148212987374,212.72203867209578,Primary-fate
376.728128340251,272.23815736406516,Primary-fate
478.9993903916603,399.0803714176945,Primary-fate
395.81103017645603,407.0161873132066,Primary-fate
499.300781868361,128.28059273701302,Primary-fate
196.5181796487148,373.39140672977385,Primary-fate
412.7263540377638,257.1418988558348,Primary-fate
305.0888091999062,201.8715352410249,Primary-fate
455.4248335497527,398.11593882099197,Primary-fate
342.1470873186507,20.059542178460454,Primary-fate
443.4338058188192,229.22683882117732,Primary-fate
192.10900072007138,149.67713764308215,Primary-fate
382.70710083834695,2.7535391627715455,Primary-fate
165.61696598163738,151.32681843821683,Primary-fate
457.1327149696224,373.4302197231055,Primary-fate
488.90085574311115,271.5143697151833,Primary-fate
337.3479264798823,275.6884034071373,Primary-fate
319.73834124465236,271.02028556028796,Primary-fate
431.05566942825897,476.6843673507298,Primary-fate
275.15429235288764,314.98262130118707,Primary-fate
236.9485748705153,150.9551932325351,Primary-fate
312.400593227071,293.1338293117539,Primary-fate
328.9978974577298,488.2898516004991,Primary-fate
181.92907032402331,318.3322064936377,Primary-fate
497.9217833369049,368.06764327566447,Primary-fate
335.0452354086557,184.1815762999209,Primary-fate
272.8127757235683,468.2615461162926,Primary-fate
460.2255708380423,334.8381445494693,Primary-fate
461.5241989074737,462.5818248466824,Primary-fate
441.61055640750357,191.70809637336134,Primary-fate
296.4585641275636,397.9537516144657,Primary-fate
261.60055131925594,374.6819043616026,Primary-fate
302.93974483073794,168.2706526981995,Primary-fate
293.3363493184851,58.254728033110936,Primary-fate
254.7087671979084,207.5972152809065,Primary-fate
126.90215914027216,86.03698691000278,Primary-fate
218.88855799847136,428.94201400547735,Primary-fate
344.03931199565284,143.57245322178858,Primary-fate
499.1361447938252,128.9603000099005,Primary-fate
315.23956812296234,369.75989274961427,Primary-fate
382.70180541274345,216.7513420280196,Primary-fate
415.2591230519774,242.89705312052467,Primary-fate
391.8767256681321,245.6882705887645,Primary-fate
489.1679803484957,358.0899701458312,Primary-fate
154.72334984308222,64.73506318829808,Primary-fate
487.2756229106282,114.61418766590009,Primary-fate
129.93169858485982,126.61187408757513,Primary-fate
302.3190818308848,476.08428112772236,Primary-fate
271.6693628346244,361.7527938911132,Primary-fate
437.05775828017653,44.58100880565502,Primary-fate
352.518942824231,497.8921787845806,Primary-fate
328.8464680533508,267.24308886334006,Primary-fate
251.74696473682835,473.0526978209236,Primary-fate
488.4477108113085,51.584924513551954,Primary-fate
330.0768668804003,209.81461493264658,Primary-fate
375.2255411567237,59.323318284473125,Primary-fate
220.82703054048625,139.37668941558044,Primary-fate
302.2909169342056,396.64141723574375,Primary-fate
445.9820546069484,393.2118200295411,Primary-fate
377.1865971745796,43.59637896119478,Primary-fate
268.0924878048864,334.35081112121384,Primary-fate
231.81415691334425,253.90919855967675,Primary-fate
463.9297775132315,58.078518532631016,Primary-fate
444.4731284833886,52.91483606820374,Primary-fate
266.81848520920926,452.6947017848053,Primary-fate
196.45602348079458,260.3713134587166,Primary-fate
278.3095324218815,443.97364160101574,Primary-fate
496.9845845099683,144.29628055144462,Primary-fate
307.1410861670351,447.50257510767324,Primary-fate
327.02235703882036,107.31246988740433,Primary-fate
408.67167872899444,168.54464956018327,Primary-fate
304.67026143585576,4.280953697026302,Primary-fate
495.8074767673562,328.6411812412686,Primary-fate
471.8088818815408,484.34264104366554,Primary-fate
221.66279942875155,270.26798809115536,Primary-fate
287.29546870252784,379.92760875892856,Primary-fate
440.10655282652584,114.28008045261274,Primary-fate
224.3345719779157,353.1307736275693,Primary-fate
45.28073568878361,13.020153534647939,Tertiary-fate
21.484164706237344,56.084931366165,Tertiary-fate
65.8343891753594,96.00715716066203,Tertiary-fate
58.60579484543982,60.89807637733641,Tertiary-fate
16.374022990800803,41.38019179564879,Tertiary-fate
30.777042082072526,69.54228379264254,Tertiary-fate
29.376297623261138,21.44003100600701,Tertiary-fate
40.44528384425295,47.05490562443623,Tertiary-fate
37.22344681156774,60.57321560302136,Tertiary-fate
19.932403574233952,87.99102945666537,Tertiary-fate
76.35885014848783,53.47632180856879,Tertiary-fate
6.397850330428096,32.60066399610153,Tertiary-fate
75.91181058330393,64.50642776594175,Tertiary-fate
89.31495956164225,89.1508543589568,Tertiary-fate
34.6903006619233,49.37306827337068,Tertiary-fate
36.30457716453656,12.792226588170752,Tertiary-fate
15.412880084055379,25.64694451170253,Tertiary-fate
9.68316398470767,53.882553301026704,Tertiary-fate
77.32146855818786,56.3072593302158,Tertiary-fate
75.32434227150024,22.624800773903985,Tertiary-fate
21.934478248148,56.757484868097706,Tertiary-fate
97.27141532201281,42.22645485970449,Tertiary-fate
0.46603087422854017,2.00516046712097,Tertiary-fate
33.58350523146157,61.537423148949784,Tertiary-fate
9.30219800573268,22.45103439701539,Tertiary-fate
74.87596093730457,98.49919442923573,Tertiary-fate
37.518008795366946,60.11389845517673,Tertiary-fate
57.02728168458058,2.312477768701582,Tertiary-fate
36.28178528079805,13.944117809385492,Tertiary-fate
27.59038469826475,76.99809830135035,Tertiary-fate
74.93228378251867,4.102292915434891,Tertiary-fate
8.511263430865183,72.49292209653437,Tertiary-fate
11.35306688396988,31.70199859809295,Tertiary-fate
29.62713910832231,4.976651342031979,Tertiary-fate
3.4286971287053114,13.903478477717801,Tertiary-fate
43.92599516307034,93.37057301405899,Tertiary-fate
70.2215938720349,24.206099729136575,Tertiary-fate
74.76086032517533,27.363318955870596,Tertiary-fate
56.67618176118382,32.18276870172574,Tertiary-fate
104.35380006092288,35.23625204215367,Tertiary-fate
88.3919083849226,64.1192963154336,Tertiary-fate
92.7658136475756,60.61603719535075,Tertiary-fate
95.74234843119069,40.51629833211974,Tertiary-fate
74.69029607944816,62.06371614737384,Tertiary-fate
58.05070804293763,56.44399778449616,Tertiary-fate
58.933817988102994,39.377071932774186,Tertiary-fate
98.81513263384385,63.27294059296804,Tertiary-fate
60.4035379338535,5.393905639716545,Tertiary-fate
55.93809256021329,17.51467230959347,Tertiary-fate
23.652554070170993,43.461226876448,Tertiary-fate
60.05525024383122,25.041213288033703,Tertiary-fate
29.802781819788365,53.01463399957483,Tertiary-fate
52.05574805936259,40.328748307282304,Tertiary-fate
11.412887215172745,37.34776531836002,Tertiary-fate
71.98633885027435,54.41989404197219,Tertiary-fate
59.92279850768725,84.38181117509362,Tertiary-fate
79.54793546951588,68.45892413021832,Tertiary-fate
3.3455028242992055,30.812795792137816,Tertiary-fate
75.06535518574138,15.57727759655333,Tertiary-fate
100.48203485996397,14.192653951509627,Tertiary-fate
96.70335882121928,21.626835677080958,Tertiary-fate
92.57487303100083,84.82296822024989,Tertiary-fate
36.90111823499221,88.85923720325766,Tertiary-fate
17.574457206700018,84.91095140212457,Tertiary-fate
41.9908003631556,43.9717601281703,Tertiary-fate
12.964575867634565,60.100526470797924,Tertiary-fate
29.673140216485905,66.68793014210087,Tertiary-fate
87.93267384377067,60.36840226733041,Tertiary-fate
0.900329046701781,95.23352385289844,Tertiary-fate
101.16492844875845,64.29353217227562,Tertiary-fate
41.74569824463684,56.19137655369324,Tertiary-fate
97.10932754818901,45.952880405162425,Tertiary-fate
85.71400692697561,59.85589003506996,Tertiary-fate
46.45071484421868,93.3526555971385,Tertiary-fate
44.92739978935359,60.57791222780027,Tertiary-fate
5.860171846378837,47.076386793806954,Tertiary-fate
4.115565874197568,70.41328675848595,Tertiary-fate
0.06492651507738145,4.206556701485164,Tertiary-fate
12.223817665972149,13.957489677104329,Tertiary-fate
55.88862012291193,35.62883999275355,Tertiary-fate
29.79936410577516,98.36236057298181,Tertiary-fate
99.98999116231836,65.48623394699247,Tertiary-fate
88.22956645585994,81.9708367418291,Tertiary-fate
26.969078272796096,80.82860605552212,Tertiary-fate
26.37927846319561,56.23565610644854,Tertiary-fate
39.34887070893982,15.865919825735098,Tertiary-fate
85.45398767637936,91.6341667652535,Tertiary-fate
34.506841126556715,87.9762535745481,Tertiary-fate
38.08817034873358,65.75553612841176,Tertiary-fate
109.53685536101386,77.20707350640242,Tertiary-fate
6.123393236583158,43.48726676027125,Tertiary-fate
41.39335840539533,29.39317953132611,Tertiary-fate
89.77491056573358,44.10201966627824,Tertiary-fate
